ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
1,Brisbane,Brisbane International,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Matosevic M.,Benneteau J.,61.0,35.0,774.0,1160.0,5.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.8,2.0,1.91,1.8,1.88,2.01,1.91,1.8,2.0,2.1,1.82,1.94
1,Brisbane,Brisbane International,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Duckworth J.,39.0,136.0,1090.0,425.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.33,3.2,1.33,3.25,1.35,3.47,1.36,2.88,1.36,3.8,1.32,3.32
1,Brisbane,Brisbane International,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Istomin D.,37.0,45.0,1130.0,965.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.0,1.4,2.9,1.44,2.62,1.39,3.22,1.4,2.75,1.44,3.55,1.39,2.93
1,Brisbane,Brisbane International,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Tursunov D.,46.0,29.0,960.0,1244.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.9,1.85,1.91,1.8,1.99,1.9,1.91,1.8,2.1,1.91,1.92,1.83
1,Brisbane,Brisbane International,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Haase R.,23.0,43.0,1520.0,977.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.3,3.4,1.33,3.25,1.28,4.01,1.29,3.25,1.33,4.33,1.29,3.53
1,Brisbane,Brisbane International,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Mahut N.,Sijsling I.,50.0,70.0,918.0,697.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.25,1.57,2.35,1.58,2.38,1.53,2.49,1.6,2.38,1.53,2.6,1.63,2.37,1.56
1,Brisbane,Brisbane International,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,Kuznetsov Al.,68.0,142.0,706.0,397.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.3,3.4,1.3,3.4,1.36,3.39,1.33,3.0,1.36,3.8,1.31,3.34
1,Brisbane,Brisbane International,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Kukushkin M.,28.0,67.0,1310.0,721.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.65,2.2,1.67,2.1,1.75,2.18,1.62,2.2,1.83,2.2,1.71,2.09
1,Brisbane,Brisbane International,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Mannarino A.,34.0,59.0,1175.0,784.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.55,2.4,1.62,2.2,1.55,2.6,1.57,2.25,1.62,2.75,1.55,2.41
1,Brisbane,Brisbane International,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Copil M.,Sugita Y.,147.0,170.0,369.0,310.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.25,1.55,2.4,1.57,2.25,1.63,2.43,1.67,2.1,1.65,2.43,1.6,2.29
1,Brisbane,Brisbane International,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Hewitt L.,Kokkinakis T.,60.0,628.0,780.0,41.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.33,3.2,1.29,3.5,1.36,3.42,1.33,3.0,1.4,3.6,1.34,3.17
1,Brisbane,Brisbane International,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Groth S.,Harrison R.,172.0,100.0,307.0,549.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.5,1.5,2.75,1.4,2.94,1.45,2.63,1.44,2.95,1.53,2.72,1.43
1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,Klizan M.,43.0,30.0,897.0,1175.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.87,1.87,1.91,1.8,1.88,2.0,1.91,1.8,2.05,2.0,1.88,1.85
1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Ito T.,199.0,79.0,239.0,655.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.75,2.0,1.73,2.0,1.7,2.27,1.8,1.91,1.85,2.28,1.71,2.08
1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Falla A.,Levine J.,54.0,104.0,809.0,530.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.08,1.67,1.91,1.8,2.26,1.7,2.0,1.73,2.32,1.83,2.08,1.7
1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Melzer J.,Kudla D.,29.0,137.0,1177.0,402.0,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.62,1.55,2.35,1.44,2.62,1.6,2.47,1.5,2.5,1.63,2.82,1.52,2.46
1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Robredo T.,Harrison R.,114.0,69.0,495.0,710.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.36,2.5,1.5,2.38,1.53,2.93,1.45,2.5,1.5,3.25,1.53,2.66,1.47
1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Baker B.,48.0,61.0,866.0,756.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,2.8,1.44,2.62,1.38,3.3,1.4,2.75,1.45,3.55,1.39,2.87
1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Ebden M.,46.0,105.0,868.0,529.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.55,2.35,1.53,2.38,1.65,2.36,1.53,2.38,1.67,2.4,1.59,2.29
1,Brisbane,Brisbane International,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Hewitt L.,Kunitsyn I.,83.0,162.0,625.0,339.0,6.0,3.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.33,1.17,4.65,1.22,4.0,1.28,4.02,1.2,4.0,1.28,4.65,1.22,4.07
1,Brisbane,Brisbane International,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Falla A.,16.0,54.0,2165.0,809.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.29,4.01,1.22,3.75,1.29,4.6,1.26,3.73
1,Brisbane,Brisbane International,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Mayer F.,36.0,28.0,1070.0,1215.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,1.57,2.25,1.52,2.73,1.53,2.38,1.57,3.2,1.51,2.5
1,Brisbane,Brisbane International,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Robredo T.,19.0,114.0,1830.0,495.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.29,3.5,1.27,4.18,1.25,3.5,1.29,5.1,1.25,3.84
1,Brisbane,Brisbane International,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Dolgopolov O.,Nieminen J.,18.0,41.0,1855.0,927.0,6.0,2.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.44,2.62,1.5,2.5,1.5,2.5,1.55,2.64,1.53,2.38,1.57,2.73,1.49,2.52
1,Brisbane,Brisbane International,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Raonic M.,48.0,13.0,866.0,2380.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.65,1.45,2.75,1.4,2.83,1.49,2.75,1.4,3.5,1.5,2.73,1.43
1,Brisbane,Brisbane International,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Melzer J.,Goffin D.,29.0,46.0,1177.0,868.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.25,1.6,2.2,1.62,2.41,1.64,2.2,1.62,2.88,1.67,2.23,1.62
1,Brisbane,Brisbane International,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Istomin D.,Hewitt L.,43.0,83.0,897.0,625.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.83,1.83,2,1.75,1.83,1.83,1.96,1.94,1.9,1.9,2.05,2.04,1.93,1.82
1,Brisbane,Brisbane International,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Millman J.,3.0,199.0,8000.0,239.0,6.0,1.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.02,17.0,1.02,12.0,1.04,9.0,1.03,17.5,1.03,10.0,1.04,23.75,1.03,13.63
1,Brisbane,Brisbane International,2013-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Baghdatis M.,Simon G.,36.0,16.0,1070.0,2165.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.15,,,1.7,2.32,1.67,2.2,2.0,2.52,1.66,2.18
1,Brisbane,Brisbane International,2013-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Dolgopolov O.,19.0,18.0,1830.0,1855.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.65,2.15,1.73,2.0,1.7,2.31,1.67,2.25,1.73,2.35,1.65,2.18
1,Brisbane,Brisbane International,2013-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Melzer J.,48.0,29.0,866.0,1177.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.8,,,1.43,3.14,1.44,2.75,1.5,3.25,1.43,2.77
1,Brisbane,Brisbane International,2013-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Murray A.,Istomin D.,3.0,43.0,8000.0,897.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.11,6.0,,,1.11,8.36,1.1,7.0,1.12,8.4,1.1,6.71
1,Brisbane,Brisbane International,2013-01-05,ATP250,Outdoor,Hard,Semifinals,3,Dimitrov G.,Baghdatis M.,48.0,36.0,866.0,1070.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.8,1.95,,,1.88,2.04,1.8,2.0,1.88,2.12,1.78,1.98
1,Brisbane,Brisbane International,2013-01-05,ATP250,Outdoor,Hard,Semifinals,3,Murray A.,Nishikori K.,3.0,19.0,8000.0,1830.0,6.0,4.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.18,4.5,1.16,4.75,,,1.26,4.47,1.17,5.0,1.27,5.0,1.2,4.44
1,Brisbane,Brisbane International,2013-01-06,ATP250,Outdoor,Hard,The Final,3,Murray A.,Dimitrov G.,3.0,48.0,8000.0,866.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,5.0,1.17,5.0,1.16,6.27,1.17,5.0,1.18,6.7,1.16,5.23
2,Chennai,Chennai Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Lu Y.H.,Smyczek T.,65.0,89.0,730.0,600.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.4,1.5,2.5,1.61,2.45,1.57,2.25,1.85,2.63,1.57,2.36
2,Chennai,Chennai Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Nedunchezhiyan J.,85.0,314.0,616.0,141.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.12,5.75,1.11,6.0,1.14,6.5,1.13,5.5,1.17,6.5,1.13,5.75
2,Chennai,Chennai Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Lacko L.,73.0,81.0,681.0,625.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.85,1.9,1.83,1.83,1.93,1.96,1.73,2.0,1.93,2.2,1.83,1.92
2,Chennai,Chennai Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Pospisil V.,Edmund K.,32.0,376.0,1219.0,110.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.12,5.75,1.1,6.5,1.17,5.75,1.1,6.0,1.17,7.6,1.12,6.03
2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Laaksonen H.,95.0,244.0,573.0,191.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.83,1.83,1.85,1.9,1.67,2.1,1.87,2.02,1.83,1.83,1.94,2.1,1.84,1.91
2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Ramos A.,52.0,83.0,908.0,617.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.33,3.2,1.33,3.25,1.42,3.07,1.33,3.0,1.42,3.6,1.34,3.17
2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Bhambri Y.,Carreno-Busta P.,195.0,64.0,258.0,739.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.25,1.62,2.25,1.57,2.3,1.68,2.2,1.62,2.3,1.76,2.2,1.64
2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Kudryavtsev A.,Bautista R.,270.0,58.0,170.0,810.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,4.33,1.2,4,1.22,4.0,1.22,4.45,1.24,3.75,1.22,5.0,1.25,4.22,1.21
2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,Devvarman S.,526.0,90.0,65.0,599.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,5.0,1.14,4.75,1.17,5.0,1.14,5.0,1.21,4.5,1.17,6.0,1.21,4.88,1.16
2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Becker B.,Reister J.,79.0,86.0,637.0,612.0,6.0,4.0,2.0,1.0,,,,,,,1.0,0.0,Retired,1.44,2.62,1.45,2.7,1.44,2.62,1.46,2.9,1.44,2.63,1.51,2.95,1.44,2.73
2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Granollers M.,Albot R.,222.0,169.0,215.0,311.0,6.0,4.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.28,3.5,1.3,3.4,1.29,3.5,1.37,3.34,1.29,3.25,1.37,4.7,1.31,3.36
2,Chennai,Chennai Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Nedovyesov A.,62.0,93.0,768.0,586.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.7,1.5,2.5,1.43,3.05,1.5,2.5,1.55,3.2,1.47,2.61
2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Bachinger M.,Lu Y.H.,123.0,59.0,462.0,759.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.36,2.8,1.4,3.0,1.36,3.01,1.43,2.75,1.4,4.1,1.44,2.93,1.38
2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Stebe C-M.,Sijsling I.,177.0,68.0,295.0,712.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.5,1.5,2.62,1.44,2.55,1.57,2.63,1.44,2.92,1.57,2.51,1.5
2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Amritraj P.,Rufin G.,549.0,92.0,51.0,574.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.4,2.65,1.45,2.75,1.4,2.94,1.45,2.63,1.44,3.15,1.49,2.76,1.42
2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Bautista R.,Kavcic B.,80.0,94.0,648.0,569.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.55,2.35,1.5,2.5,1.53,2.67,1.53,2.38,1.57,2.7,1.51,2.49
2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Cipolla F.,47.0,95.0,867.0,568.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.65,1.44,2.62,1.56,2.57,1.44,2.63,1.56,2.77,1.47,2.6
2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Devvarman S.,Hajek J.,663.0,106.0,32.0,527.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.4,2.8,1.44,2.62,1.54,2.62,1.73,2.0,1.73,3.15,1.48,2.57
2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Ram R.,109.0,132.0,512.0,427.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.6,2.25,1.53,2.38,1.63,2.43,1.57,2.25,1.67,2.56,1.59,2.3
2,Chennai,Chennai Open,2013-01-01,ATP250,Outdoor,Hard,1st Round,3,Stakhovsky S.,Bemelmans R.,103.0,111.0,538.0,509.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2,1.75,2.0,1.73,2.05,1.85,1.91,1.8,2.1,1.94,2.0,1.76
2,Chennai,Chennai Open,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Haase R.,86.0,56.0,583.0,780.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.15,1.65,2.25,1.57,2.22,1.74,2.2,1.67,2.35,1.75,2.17,1.65
2,Chennai,Chennai Open,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Soeda G.,Amritraj P.,60.0,549.0,758.0,51.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.28,3.5,1.3,3.3,1.33,3.25,1.36,3.48,1.33,3.25,1.36,3.95,1.31,3.31
2,Chennai,Chennai Open,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Roger-Vasselin E.,9.0,102.0,2990.0,545.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,5.0,1.2,4.33,1.2,5.16,1.17,5.0,1.2,6.7,1.16,5.09
2,Chennai,Chennai Open,2013-01-02,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Stebe C-M.,17.0,177.0,1900.0,295.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.22,4.0,1.2,4.33,1.26,4.38,1.17,5.0,1.27,5.2,1.22,4.16
2,Chennai,Chennai Open,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Sela D.,47.0,109.0,867.0,512.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.65,2.15,1.67,2.1,1.69,2.3,1.67,2.2,1.69,2.37,1.62,2.24
2,Chennai,Chennai Open,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Stakhovsky S.,15.0,103.0,2210.0,538.0,4.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.18,4.5,1.2,4.25,1.2,4.33,1.23,4.77,1.2,4.5,1.25,4.9,1.21,4.25
2,Chennai,Chennai Open,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Bautista R.,Bachinger M.,80.0,123.0,648.0,462.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.8,1.95,1.91,1.8,1.91,2.01,1.9,1.9,1.91,2.15,1.84,1.9
2,Chennai,Chennai Open,2013-01-03,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Devvarman S.,6.0,663.0,4680.0,32.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.06,8.0,1.05,8.5,1.08,9.85,1.04,11.0,1.08,13.0,1.06,9.19
2,Chennai,Chennai Open,2013-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Cilic M.,47.0,15.0,867.0,2210.0,6.0,4.0,1.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,3.5,1.28,3.3,1.3,,,3.49,1.36,3.5,1.29,4.0,1.36,3.38,1.31
2,Chennai,Chennai Open,2013-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Bedene A.,Wawrinka S.,86.0,17.0,583.0,1900.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,5.5,1.14,5.5,1.13,5.5,1.12,5.92,1.18,6.0,1.13,6.5,1.18,5.49,1.14
2,Chennai,Chennai Open,2013-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Tipsarevic J.,Soeda G.,9.0,60.0,2990.0,758.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.11,6.0,1.14,5.0,1.13,7.65,1.1,7.0,1.14,8.3,1.11,6.31
2,Chennai,Chennai Open,2013-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista R.,Berdych T.,80.0,6.0,648.0,4680.0,7.0,5.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,10.0,1.06,7,1.08,,,11.25,1.07,8.0,1.07,15.0,1.08,8.53,1.07
2,Chennai,Chennai Open,2013-01-05,ATP250,Outdoor,Hard,Semifinals,3,Tipsarevic J.,Bedene A.,9.0,86.0,2990.0,583.0,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.12,6.0,1.16,4.75,1.14,5.0,1.17,6.16,1.13,6.0,6.7,1.17,5.44,1.14
2,Chennai,Chennai Open,2013-01-05,ATP250,Outdoor,Hard,Semifinals,3,Bautista R.,Paire B.,80.0,47.0,648.0,867.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.25,1.57,2.15,1.65,2.2,1.62,2.36,1.68,2.2,1.67,2.4,1.72,2.21,1.64
2,Chennai,Chennai Open,2013-01-06,ATP250,Outdoor,Hard,The Final,3,Tipsarevic J.,Bautista R.,9.0,80.0,2990.0,648.0,3.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.16,5.0,1.18,4.5,1.17,5.0,1.24,4.68,1.2,4.5,1.32,5.1,1.19,4.59
3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Giraldo S.,31.0,69.0,1230.0,703.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.3,3.4,1.29,3.5,1.37,3.29,1.29,3.25,1.38,3.8,1.32,3.26
3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Kubot L.,Gimeno-Traver D.,72.0,77.0,686.0,650.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.58,2.35,1.62,2.2,1.59,2.49,1.57,2.25,1.65,2.5,1.57,2.34
3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Berdych T.,78.0,7.0,647.0,4180.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,4.5,1.18,4.5,1.18,4.5,1.17,5.0,1.21,4.5,1.17,5.2,1.22,4.49,1.19
3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Volandri F.,30.0,71.0,1235.0,694.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.08,7.5,1.06,8.0,1.1,8.4,1.06,7.5,1.1,9.05,1.08,7.63
3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Hanescu V.,Sousa J.,80.0,49.0,636.0,934.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.7,1.45,2.62,1.44,2.61,1.55,2.63,1.44,2.8,1.59,2.59,1.48
3,Doha,Qatar Exxon Mobil Open,2013-12-30,ATP250,Outdoor,Hard,1st Round,3,Kamke T.,Jaziri M.,74.0,168.0,663.0,312.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.58,2.35,1.57,2.25,1.53,2.65,1.57,2.25,1.62,2.65,1.54,2.43
3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Brown D.,Dodig I.,111.0,33.0,506.0,1190.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.1,1.35,2.75,1.4,3.27,1.38,2.88,1.36,3.3,1.42,3.01,1.37
3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Thiem D.,162.0,139.0,321.0,410.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.2,1.65,2.25,1.57,2.2,1.74,2.1,1.67,2.25,1.84,2.14,1.68
3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Zayed M.S.,4.0,,5790.0,,6.0,0.0,6.0,0.0,,,,,,,2.0,0.0,Completed,,51.0,1.01,13.0,,26.0,1.01,76.0,1.01,21.0,1.01,101.0,1.01,34.46
3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Brands D.,Davydenko N.,54.0,53.0,836.0,890.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.9,1.85,2.0,1.73,2.1,1.81,2.0,1.73,2.1,1.88,1.96,1.8
3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Dolgopolov O.,3.0,57.0,5800.0,825.0,6.0,3.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.14,5.5,1.15,5.25,1.14,5.0,1.21,4.9,1.14,5.0,1.21,5.75,1.16,5.09
3,Doha,Qatar Exxon Mobil Open,2013-12-31,ATP250,Outdoor,Hard,1st Round,3,Mayer F.,Przysiezny M.,40.0,66.0,1065.0,730.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.62,1.48,2.6,1.4,2.75,1.38,3.26,1.44,2.63,1.56,3.26,1.44,2.72
